attempt_directory,sequence_id,pattern,arm,repetition,id,index,status,workload_label,request_wall_seconds,selected_model_size,model_decision_source,memory_required,memory_decision_source,actual_final_generator,all_generator_calls,backend_generation_calls,requested_generation_calls,backend_classifier_calls,generation_tokens_known_calls,generation_output_tokens_all_calls,final_generation_output_tokens,classifier_output_tokens,all_backend_output_tokens,final_generator_gpu_allocation_fraction,residency_before,residency_after,residency_condition,previous_generator,following_turn_of_condition,return_to_small,after_small_return,first_backend_caller,application_answer_constraint,literal_speech_schema_constrained,generation_policy,fallback_from_model,quality_label,correct,all_backend_load_duration_seconds,all_backend_prompt_eval_duration_seconds,all_backend_eval_duration_seconds,all_backend_total_duration_seconds,generation_backend_load_duration_seconds,generation_backend_prompt_eval_duration_seconds,generation_backend_eval_duration_seconds,generation_backend_total_duration_seconds,classifier_backend_load_duration_seconds,classifier_backend_prompt_eval_duration_seconds,classifier_backend_eval_duration_seconds,classifier_backend_total_duration_seconds,exclusive_unaccounted_seconds,exclusive_other_instrumented_seconds,exclusive_deterministic_routing_and_bookkeeping_seconds,exclusive_answer_generation_seconds,exclusive_eviction_seconds,exclusive_residency_audit_seconds,exclusive_validation_seconds,exclusive_memory_classifier_seconds,exclusive_retrieval_seconds
ro_eeee_3_r1_adaptive,ro_eeee_3,EEEE,adaptive,1,ro_eeee_3_t4,4,ok,E,1.343090849,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,18,18,13,31,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,,,,,0.004938336,0.09858900000000001,0.850171,1.115805999,0.002099657,0.056264,0.500772,0.657835144,0.002838679,0.042325,0.349399,0.457970855,0.00501344,0.023694988,0.030936471,0.726141396,,0.016703683,0.006462877,0.534137994,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t1,1,ok,E,36.934798038,large,fixed_generator,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,36,36,0,36,0.6145400071099308,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,23.721068798,0.954326,11.963573,36.665634195,23.721068798,0.954326,11.963573,36.665634195,0,0,0,0,0.004702712,0.052567017,0.029349851,36.756241949,,0.008818276,0.011030893,,0.07208734
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t2,2,ok,E,18.239373832,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,27,27,13,40,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.004764568,1.577258999,16.280679,18.016829170999998,0.002503406,0.531558999,12.894875,13.508573892,0.002261162,1.0457,3.385804,4.508255279,0.00427,0.024338854,0.020897382,13.582744204,,0.016090829,0.005312804,4.585719759,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t3,3,ok,E,12.23123556,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,23,23,13,36,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.003900297,1.9192200000000001,9.915521,12.000186365,0.001873539,0.379069,5.741498,6.207815103,0.002026758,1.540151,4.174023,5.792371262,0.005377157,0.023154354,0.022814571,6.276156354,,0.015811785,0.007028228,5.880893111,
ro_eeee_3_r1_large,ro_eeee_3,EEEE,large,1,ro_eeee_3_t4,4,ok,E,19.961132266,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,23,23,13,36,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005025567,1.844817,17.687314,19.714390019,0.002291243,0.36566,10.409546,10.871371894,0.002734324,1.479157,7.277768,8.843018125,0.005872687,0.022944112,0.026120075,10.952504368,,0.016526456,0.004908893,8.932255675,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t1,1,ok,E,11.380463274,small,lightweight_small,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,55,55,0,55,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,generation,False,False,,,,,9.043668804,0.354606,1.689393,11.11263934,9.043668804,0.354606,1.689393,11.11263934,0,0,0,0,0.0044286,0.043720057,0.017012012,11.204984733,0.022791774,0.007684855,0.013078785,,0.066762458
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t2,2,ok,E,1.059311378,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,28,28,0,28,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,generation,False,False,,,,,0.002701621,0.116835,0.775932,0.930641877,0.002701621,0.116835,0.775932,0.930641877,0,0,0,0,0.004440471,0.023631119,0.01200254,1.005898939,,0.007016297,0.006322012,,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t3,3,ok,E,0.685331434,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,19,19,0,19,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,generation,False,False,,,,,0.001660449,0.037064,0.508814,0.560732733,0.001660449,0.037064,0.508814,0.560732733,0,0,0,0,0.005779697,0.024066457,0.015064552,0.6298202,,0.006220858,0.00437967,,
ro_eeee_3_r1_replay,ro_eeee_3,EEEE,replay,1,ro_eeee_3_t4,4,ok,E,0.663455199,small,lightweight_small,False,resident_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,18,18,0,18,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,generation,False,False,,,,,0.001798979,0.042931,0.474789,0.529608891,0.001798979,0.042931,0.474789,0.529608891,0,0,0,0,0.005795249,0.027426395,0.013489608,0.601712932,,0.009688702,0.005342313,,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t1,1,ok,E,11.089100497,small,fixed_generator,True,policy_personal,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,55,55,0,55,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,8.751718966,0.334413,1.683493,10.790930414,8.751718966,0.334413,1.683493,10.790930414,0,0,0,0,0.006306483,0.04605875,0.024124083,10.873393279,,0.007372901,0.013707416,,0.118137585
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t2,2,ok,E,1.886673517,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,28,28,13,41,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,memory_selector,False,False,fixed_generator,,,,0.004472177,0.417027,1.103996,1.6520519249999999,0.002858836,0.137405,0.754709,0.970139966,0.001613341,0.279622,0.349287,0.681911959,0.004118411,0.024077844,0.019651876,1.050815827,,0.014669898,0.006852604,0.766487057,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t3,3,ok,E,1.307540678,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,19,19,13,32,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.003612833,0.07289099900000001,0.829868,1.069646096,0.001819009,0.039378,0.48247,0.615502159,0.001793824,0.033512999,0.347398,0.454143937,0.004488945,0.021895724,0.023780271,0.696402346,,0.017688417,0.004490065,0.53879491,
ro_eeee_3_r1_small,ro_eeee_3,EEEE,small,1,ro_eeee_3_t4,4,ok,E,1.316149872,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,18,18,13,31,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.004566387,0.085662,0.8316319999999999,1.076344181,0.002728754,0.044059,0.490012,0.62759752,0.001837633,0.041603,0.34162,0.448746661,0.008218198,0.024206743,0.017076981,0.711662979,,0.015497081,0.00463378,0.53485411,
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t1,1,ok,D,43.448979677,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,62,62,0,62,0.6384910054646055,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,,,,,25.914129477,0.969578,16.20871,43.109870271,25.914129477,0.969578,16.20871,43.109870271,0,0,0,0,0.006589243,0.040946657,0.033100554,43.211427344,0.02118389,0.007418062,0.026039202,,0.102274725
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t2,2,ok,D,21.136071863,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,75,75,0,75,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,,,,,0.002679487,0.379209,20.464185,20.862555763,0.002679487,0.379209,20.464185,20.862555763,0,0,0,0,0.005768231,0.03926079,0.029713944,20.94504819,,0.007904505,0.011405323,,0.09697088
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t3,3,ok,D,20.924064676,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,74,74,0,74,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.003182379,0.380994,20.284596,20.689433432,0.003182379,0.380994,20.284596,20.689433432,0,0,0,0,0.005347549,0.039308277,0.024913735,20.766842793,,0.006240562,0.014339791,,0.067071969
ro_dddd_3_r1_adaptive,ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_t4,4,error,D,25.122116575,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,100,100,0,100,0.6384910054646055,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,,False,,,,,0.002397112,0.412819,24.375143,24.85956408,0.002397112,0.412819,24.375143,24.85956408,0,0,0,0,0.005925515,0.038294461,0.028981349,24.93713261,,0.009417499,0.012004919,,0.090360222
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t1,1,error,D,46.367347631,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,65,65,0,65,0.6145400071099308,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,,False,,,,,23.990093631,0.909834,21.199107,46.116254336,23.990093631,0.909834,21.199107,46.116254336,0,0,0,0,0.005967658,0.033366984,0.013223636,46.204979022,0.023370144,0.00895816,,,0.077482027
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t2,2,ok,D,28.097737995,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,75,75,0,75,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,,,,,0.003332909,0.356203,27.447014,27.820583792,0.003332909,0.356203,27.447014,27.820583792,0,0,0,0,0.006165231,0.034747109,0.013385846,27.914109832,0.01971073,0.008047099,0.024669724,,0.076902424
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t3,3,ok,D,22.173522666,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,107,107,0,107,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,,,,,0.002051312,0.431821,21.494856,21.945590669,0.002051312,0.431821,21.494856,21.945590669,0,0,0,0,0.004025181,0.042713757,0.014668212,22.016390452,,0.008441763,0.014246185,,0.073037116
ro_dddd_3_r1_replay,ro_dddd_3,DDDD,replay,1,ro_dddd_3_t4,4,error,D,25.451774252,large,lightweight_large,True,policy_personal,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,100,100,0,100,0.6145400071099308,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,,False,,,,,0.001700967,0.513929,24.491891,25.06988152,0.001700967,0.513929,24.491891,25.06988152,0,0,0,0,0.004334085,0.032408397,0.015898768,25.312087501,,0.00789103,0.009929093,,0.069225378
ro_eded_1_r1_large,ro_eded_1,EDED,large,1,ro_eded_1_t1,1,ok,E,45.316641482,large,fixed_generator,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,62,62,0,62,0.5886331604106347,[],"[""qwen3:1.7b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,22.880952917,0.770967,21.505185,45.171866249,22.880952917,0.770967,21.505185,45.171866249,0,0,0,0,0.004094717,0.026137146,0.018085569,45.254646873,,0.006240943,0.007436234,,
ro_eded_1_r1_large,ro_eded_1,EDED,large,1,ro_eded_1_t2,2,ok,D,16.991979582,large,fixed_generator,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,50,50,0,50,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,cold_start,False,False,generation,False,False,fixed_generator,,,,0.002576956,0.514318999,16.317626,16.85617352,0.002576956,0.514318999,16.317626,16.85617352,0,0,0,0,0.003969083,0.025650765,0.01376214,16.934852158,,0.00808153,0.005663906,,
ro_eded_1_r1_large,ro_eded_1,EDED,large,1,ro_eded_1_t3,3,ok,E,8.706343204,large,fixed_generator,False,policy_general,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,0,1,65,65,0,65,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,generation,False,False,fixed_generator,,,,0.002676702,0.485492,8.065157,8.575123585,0.002676702,0.485492,8.065157,8.575123585,0,0,0,0,0.006009962,0.021846902,0.014466604,8.647965512,,0.009372279,0.006681945,,
ro_eded_1_r1_large,ro_eded_1,EDED,large,1,ro_eded_1_t4,4,ok,D,14.49189535,large,fixed_generator,False,fixed_model,qwen3:1.7b,"[""qwen3:1.7b""]",1,1,1,1,48,48,17,65,0.5886331604106347,"[""qwen3:1.7b""]","[""qwen3:1.7b""]",resident_same_model,qwen3:1.7b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005136951,1.396398,12.699345000000001,14.260310324999999,0.002594172,0.677658,11.034736,11.805510767,0.002542779,0.71874,1.664609,2.454799558,0.004148864,0.02318578,0.020144399,11.887833487,,0.016661278,0.004489479,2.535432063,
ro_eded_1_r1_small,ro_eded_1,EDED,small,1,ro_eded_1_t1,1,ok,E,10.83253619,small,fixed_generator,False,policy_general,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,37,37,0,37,1.0,[],"[""qwen3:0.6b""]",cold_start,,,False,False,generation,False,False,fixed_generator,,,,9.274407286,0.334103,1.072778,10.693580571,9.274407286,0.334103,1.072778,10.693580571,0,0,0,0,0.005039444,0.026199995,0.019672934,10.768856546,,0.006904032,0.005863239,,
ro_eded_1_r1_small,ro_eded_1,EDED,small,1,ro_eded_1_t2,2,ok,D,1.169365254,small,fixed_generator,False,policy_general,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,32,32,0,32,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,cold_start,False,False,generation,False,False,fixed_generator,,,,0.002670462,0.07536,0.936979,1.027604323,0.002670462,0.07536,0.936979,1.027604323,0,0,0,0,0.004704844,0.022446085,0.01621679,1.113637026,,0.007508429,0.00485208,,
ro_eded_1_r1_small,ro_eded_1,EDED,small,1,ro_eded_1_t3,3,ok,E,1.201328101,small,fixed_generator,False,policy_general,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,0,1,32,32,0,32,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,generation,False,False,fixed_generator,,,,0.002908451,0.104983,0.928378,1.056542492,0.002908451,0.104983,0.928378,1.056542492,0,0,0,0,0.005442526,0.024157004,0.014949945,1.142519352,,0.00768325,0.006576024,,
ro_eded_1_r1_small,ro_eded_1,EDED,small,1,ro_eded_1_t4,4,ok,D,2.00500761,small,fixed_generator,False,fixed_model,qwen3:0.6b,"[""qwen3:0.6b""]",1,1,1,1,32,32,17,49,1.0,"[""qwen3:0.6b""]","[""qwen3:0.6b""]",resident_same_model,qwen3:0.6b,resident_same_model,False,False,memory_selector,False,False,fixed_generator,,,,0.005427101,0.349445,1.348487,1.801373221,0.002987237,0.077292,0.876693,1.016857607,0.002439864,0.272153,0.471794,0.784515614,0.003610355,0.021986714,0.022689516,1.076575816,,0.012849768,0.00469598,0.862599461,
