sequence_id,pattern,arm,repetition,attempt_directory,id,index,component,exclusive_wall_seconds
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t1,1,deterministic_routing_and_bookkeeping,0.020435474
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t1,1,answer_generation,10.110308318
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t1,1,residency_audit,0.007299056
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t1,1,validation,0.00618921
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,unaccounted,0.007351153
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,other_instrumented,0.025058352
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,deterministic_routing_and_bookkeeping,0.019032823
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,memory_classifier,1.019987998
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,residency_audit,0.014692162
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,answer_generation,1.342053077
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t2,2,validation,0.005907285
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,unaccounted,0.004843519
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,other_instrumented,0.023089321
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,deterministic_routing_and_bookkeeping,0.021747916
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,memory_classifier,0.596000118
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,residency_audit,0.016122206
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,answer_generation,1.379804395
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t3,3,validation,0.004531705
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,unaccounted,0.005787347
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,other_instrumented,0.024901547
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,deterministic_routing_and_bookkeeping,0.018255177
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,memory_classifier,0.637776083
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,residency_audit,0.017609436
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,answer_generation,1.456098296
ro_dddd_1,DDDD,small,1,ro_dddd_1_r1_small,ro_dddd_1_t4,4,validation,0.006919081
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,unaccounted,0.00582486
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,other_instrumented,0.026744601
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,deterministic_routing_and_bookkeeping,0.041783514
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,memory_classifier,27.582868469
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,eviction,0.027393702
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,residency_audit,0.016941098
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,answer_generation,13.568219797
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t1,1,validation,0.005982784
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,unaccounted,0.006373992
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,other_instrumented,0.025424862
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,deterministic_routing_and_bookkeeping,0.03798065
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,memory_classifier,4.992172758
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,residency_audit,0.015609005
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,answer_generation,10.841705943
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t2,2,validation,0.007096568
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,unaccounted,0.004636387
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,other_instrumented,0.024164772
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,deterministic_routing_and_bookkeeping,0.029468405
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,memory_classifier,7.312148268
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,residency_audit,0.018024288
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,answer_generation,18.38805486
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t3,3,validation,0.004940489
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,unaccounted,0.004564929
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,other_instrumented,0.023934719
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,deterministic_routing_and_bookkeeping,0.035993825
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,memory_classifier,5.314755552
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,residency_audit,0.021599822
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,answer_generation,14.589226635
ro_dddd_2,DDDD,adaptive,1,ro_dddd_2_r1_adaptive,ro_dddd_2_t4,4,validation,0.004348221
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,unaccounted,0.005982782
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,other_instrumented,0.027101435
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,deterministic_routing_and_bookkeeping,0.02871286
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,memory_classifier,32.405448965
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,residency_audit,0.016742881
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,answer_generation,15.141384661
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t1,1,validation,0.007609921
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,unaccounted,0.006199843
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,other_instrumented,0.022977413
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,deterministic_routing_and_bookkeeping,0.021457894
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,memory_classifier,8.576994871
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,residency_audit,0.01591912
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,answer_generation,6.717446298
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t2,2,validation,0.00494356
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,unaccounted,0.004972074
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,other_instrumented,0.024069308
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,deterministic_routing_and_bookkeeping,0.021098974
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,memory_classifier,4.910622281
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,residency_audit,0.01728811
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,answer_generation,17.969917772
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t3,3,validation,0.006219908
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,unaccounted,0.004449598
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,other_instrumented,0.024145119
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,deterministic_routing_and_bookkeeping,0.023230508
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,memory_classifier,7.781875165
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,residency_audit,0.019975592
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,answer_generation,23.810277377
ro_dddd_2,DDDD,large,1,ro_dddd_2_r1_large,ro_dddd_2_t4,4,validation,0.006520682
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,unaccounted,0.005784637
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,other_instrumented,0.028888265
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,deterministic_routing_and_bookkeeping,0.020664955
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,answer_generation,32.223523054
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,eviction,0.022378783
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,residency_audit,0.00750272
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t1,1,validation,0.006326952
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,unaccounted,0.006671087
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,other_instrumented,0.0237607
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,deterministic_routing_and_bookkeeping,0.024865846
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,answer_generation,7.308882952
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,residency_audit,0.008693402
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t2,2,validation,0.006235494
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,unaccounted,0.00475991
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,other_instrumented,0.026450838
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,deterministic_routing_and_bookkeeping,0.015667472
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,answer_generation,20.044023717
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,residency_audit,0.006811794
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t3,3,validation,0.00465306
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,unaccounted,0.005987008
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,other_instrumented,0.024132839
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,deterministic_routing_and_bookkeeping,0.015705937
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,answer_generation,12.512883156
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,residency_audit,0.00820152
ro_dddd_2,DDDD,replay,1,ro_dddd_2_r1_replay,ro_dddd_2_t4,4,validation,0.007103512
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,unaccounted,0.006357926
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,other_instrumented,0.026912179
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,deterministic_routing_and_bookkeeping,0.024180923
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,memory_classifier,10.238646855
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,residency_audit,0.014468814
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,answer_generation,2.048061513
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t1,1,validation,0.009670155
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,unaccounted,0.004988455
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,other_instrumented,0.030540321
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,deterministic_routing_and_bookkeeping,0.019593114
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,memory_classifier,0.804024212
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,residency_audit,0.021579908
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,answer_generation,1.419620956
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t2,2,validation,0.015163934
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,unaccounted,0.005784857
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,other_instrumented,0.030529601
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,deterministic_routing_and_bookkeeping,0.023060067
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,memory_classifier,0.548729007
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,residency_audit,0.019909377
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,answer_generation,2.277685031
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t3,3,validation,0.008613204
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,unaccounted,0.005174669
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,other_instrumented,0.02308202
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,deterministic_routing_and_bookkeeping,0.024264381
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,memory_classifier,0.559698839
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,residency_audit,0.017802389
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,answer_generation,0.785826557
ro_dddd_2,DDDD,small,1,ro_dddd_2_r1_small,ro_dddd_2_t4,4,validation,0.006595082
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,unaccounted,0.0047232
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,other_instrumented,0.037024467
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,deterministic_routing_and_bookkeeping,0.017706501
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,retrieval,0.086781579
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,answer_generation,40.935341103
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,residency_audit,0.008873999
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t1,1,validation,0.017038988
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t2,2,unaccounted,0.005836861
ro_dddd_3,DDDD,large,1,ro_dddd_3_r1_large,ro_dddd_3_t2,2,other_instrumented,0.037396368
