sequence_id,pattern,arm,repetition,attempt_directory,status,attempted_turns,complete,accounting_ok,startup_seconds,request_seconds,sequence_seconds,sequence_gaps_seconds,envelope_seconds,cleanup_seconds,delivered,resident_models_after_cleanup,error,cleanup_errors,source_freeze,completion_eligibility_note
ro_eeee_3,EEEE,replay,1,ro_eeee_3_r1_replay,complete,4,True,True,2.521500474,13.788561285,16.457960404,0.147898645,17.436632272,0.228304513,4,[],,[],v1,
ro_eeee_3,EEEE,small,1,ro_eeee_3_r1_small,complete,4,True,True,2.499661399,15.599464564,18.256822704,0.157696741,19.137601812,0.158778111,4,[],,[],v1,
ro_dddd_1,DDDD,adaptive,2,ro_dddd_1_r2_adaptive,complete,4,True,True,2.299274984,45.671069238,48.153284174,0.182939952,49.097920926,0.199972025,4,[],,[],v2,
ro_dddd_1,DDDD,large,2,ro_dddd_1_r2_large,complete,4,True,True,2.368296564,44.545374998,47.080767056,0.167095494,48.071760631,0.196264486,4,[],,[],v2,
ro_dddd_1,DDDD,replay,2,ro_dddd_1_r2_replay,complete,4,True,True,2.413667155,40.914001712,43.503289537,0.17562067,44.462862817,0.205700383,4,[],,[],v2,
ro_dddd_1,DDDD,small,2,ro_dddd_1_r2_small,complete,4,True,True,4.693709506,16.600994434,21.538678796,0.243974856,22.443826286,0.14699463,4,[],,[],v2,
ro_dddd_1,DDDD,adaptive,3,ro_dddd_1_r3_adaptive,complete,4,True,True,2.513378398,90.352195914,93.046065521,0.180491209,94.04780085,0.215570634,4,[],,[],v2,
ro_dddd_1,DDDD,large,3,ro_dddd_1_r3_large,complete,4,True,True,2.82847024,123.478499453,126.506395659,0.199425966,127.486336389,0.233591747,4,[],,[],v2,
ro_dddd_1,DDDD,replay,3,ro_dddd_1_r3_replay,complete,4,True,True,2.798616295,125.374915035,128.450674151,0.277142821,129.479159941,0.2683489,4,[],,[],v2,
ro_dddd_1,DDDD,small,3,ro_dddd_1_r3_small,complete,4,True,True,2.637226137,17.043750877,19.862760401,0.181783387,20.754955128,0.15590654,4,[],,[],v2,
ro_dddd_2,DDDD,adaptive,2,ro_dddd_2_r2_adaptive,complete,4,True,True,2.621974036,45.317979665,48.166523443,0.226569742,49.148670643,0.235756847,4,[],,[],v2,
ro_dddd_2,DDDD,large,2,ro_dddd_2_r2_large,complete,4,True,True,2.386319257,45.512144603,48.053508885,0.155045025,49.021947881,0.208325054,4,[],,[],v2,
ro_dddd_2,DDDD,replay,2,ro_dddd_2_r2_replay,complete,4,True,True,2.867821383,36.232103076,39.281471302,0.181546843,40.232060385,0.188220052,4,[],,[],v2,
ro_dddd_2,DDDD,small,2,ro_dddd_2_r2_small,complete,4,True,True,2.969692333,18.296863715,21.470930158,0.20437411,22.350932961,0.127624423,4,[],,[],v2,
ro_dddd_2,DDDD,adaptive,3,ro_dddd_2_r3_adaptive,complete,4,True,True,2.948570904,107.902236123,111.043044727,0.1922377,112.080663854,0.249324329,4,[],,[],v2,
ro_dddd_2,DDDD,large,3,ro_dddd_2_r3_large,complete,4,True,True,4.330697228,90.28620846,94.789754827,0.172849139,95.794769426,0.227601083,4,[],,[],v2,
ro_dddd_2,DDDD,replay,3,ro_dddd_2_r3_replay,complete,4,True,True,2.429628779,92.05393833,94.643223948,0.159656839,95.667616012,0.225891626,4,[],,[],v2,
ro_dddd_2,DDDD,small,3,ro_dddd_2_r3_small,complete,4,True,True,3.060498115,19.188957847,22.410371301,0.160915339,23.292792979,0.136695291,4,[],,[],v2,
ro_dddd_3,DDDD,adaptive,1,ro_dddd_3_r1_adaptive,complete_with_errors,4,True,True,2.270411718,110.631232791,113.08070934,0.179064831,114.024265843,0.204285786,3,[],,[],v2,
ro_dddd_3,DDDD,replay,1,ro_dddd_3_r1_replay,complete_with_errors,4,True,True,2.403122612,122.090382544,124.649985838,0.156480682,125.59014857,0.209079582,2,[],,[],v2,
ro_dddd_3,DDDD,adaptive,2,ro_dddd_3_r2_adaptive,complete_with_errors,4,True,True,2.41934568,48.567148109,51.187902991,0.201409202,52.143424711,0.205985893,3,[],,[],v2,
ro_dddd_3,DDDD,large,2,ro_dddd_3_r2_large,complete_with_errors,4,True,True,2.647020967,60.334469238,63.185306572,0.203816367,64.129751934,0.194997639,3,[],,[],v2,
ro_dddd_3,DDDD,replay,2,ro_dddd_3_r2_replay,complete_with_errors,4,True,True,2.54069921,49.89834729,52.63975161,0.20070511,53.597347253,0.208786879,2,[],,[],v2,
ro_dddd_3,DDDD,small,2,ro_dddd_3_r2_small,complete,4,True,True,2.506826129,17.749778024,20.458979077,0.202374924,21.350687189,0.133471097,4,[],,[],v2,
ro_dddd_3,DDDD,adaptive,3,ro_dddd_3_r3_adaptive,complete_with_errors,4,True,True,3.498083912,84.501435677,88.17826712,0.178747531,89.117597624,0.197628944,3,[],,[],v2,
ro_dddd_3,DDDD,large,3,ro_dddd_3_r3_large,complete_with_errors,4,True,True,2.315315074,80.021895072,82.502225307,0.165015161,83.442345572,0.214012522,2,[],,[],v2,
ro_dddd_3,DDDD,replay,3,ro_dddd_3_r3_replay,complete_with_errors,4,True,True,2.344929352,61.059477966,63.588479104,0.184071786,64.520339729,0.201338325,3,[],,[],v2,
ro_dddd_3,DDDD,small,3,ro_dddd_3_r3_small,complete,4,True,True,2.353448067,19.909806741,22.426982883,0.163728075,23.310993203,0.144098983,4,[],,[],v2,
ro_ddee_1,DDEE,adaptive,1,ro_ddee_1_r1_adaptive,complete,4,True,True,3.819970914,106.070538398,110.055917832,0.16540852,110.981000789,0.151330953,4,[],,[],v2,
ro_ddee_1,DDEE,large,1,ro_ddee_1_r1_large,complete,4,True,True,2.576991871,122.447603722,125.321405387,0.296809794,126.303363788,0.234974294,4,[],,[],v2,
ro_ddee_1,DDEE,replay,1,ro_ddee_1_r1_replay,complete,4,True,True,2.633102684,50.113722613,52.927045072,0.180219775,53.828009119,0.161732894,4,[],,[],v2,
ro_ddee_1,DDEE,small,1,ro_ddee_1_r1_small,complete,4,True,True,2.471921657,17.00503694,19.67187701,0.194918413,20.593198059,0.166252384,4,[],,[],v2,
ro_ddee_1,DDEE,adaptive,2,ro_ddee_1_r2_adaptive,complete,4,True,True,2.938102731,88.867694851,91.996038153,0.190240571,92.945633367,0.165197904,4,[],,[],v2,
ro_ddee_1,DDEE,large,2,ro_ddee_1_r2_large,complete,4,True,True,2.516608783,92.286413869,94.988699216,0.185676564,96.002462675,0.228447283,4,[],,[],v2,
ro_ddee_1,DDEE,replay,2,ro_ddee_1_r2_replay,complete,4,True,True,2.679831134,76.257412899,79.103366844,0.166122811,79.977996482,0.123585775,4,[],,[],v2,
ro_ddee_1,DDEE,small,2,ro_ddee_1_r2_small,complete,4,True,True,3.491849523,16.137465357,19.805833085,0.176518205,20.675580187,0.13746471,4,[],,[],v2,
ro_ddee_1,DDEE,adaptive,3,ro_ddee_1_r3_adaptive,complete,4,True,True,2.730644797,75.657101238,78.577397646,0.189651611,79.466709726,0.143387325,4,[],,[],v2,
ro_ddee_1,DDEE,large,3,ro_ddee_1_r3_large,complete,4,True,True,2.518125275,68.829833548,71.534473152,0.186514329,72.50617244,0.233489479,4,[],,[],v2,
ro_ddee_1,DDEE,replay,3,ro_ddee_1_r3_replay,complete,4,True,True,2.98104232,57.275876705,60.423074584,0.166155559,61.325246685,0.147045903,4,[],,[],v2,
ro_ddee_1,DDEE,small,3,ro_ddee_1_r3_small,complete,4,True,True,3.510762955,16.537002886,20.219958708,0.172192867,21.109328607,0.162442341,4,[],,[],v2,
ro_ddee_2,DDEE,adaptive,1,ro_ddee_2_r1_adaptive,complete,4,True,True,4.458892866,70.351889398,75.025820202,0.215037938,75.926698135,0.154404063,4,[],,[],v2,
ro_ddee_2,DDEE,large,1,ro_ddee_2_r1_large,complete,4,True,True,5.241909736,45.173537024,50.607808758,0.192361998,51.980884689,0.253093857,4,[],,[],v2,
ro_ddee_2,DDEE,replay,1,ro_ddee_2_r1_replay,complete,4,True,True,3.23494264,52.770636946,56.189786023,0.184206437,57.098179106,0.146443422,4,[],,[],v2,
ro_ddee_2,DDEE,small,1,ro_ddee_2_r1_small,complete,4,True,True,2.893274821,17.106278555,20.182397712,0.182844336,21.145100713,0.181718651,4,[],,[],v2,
ro_ddee_2,DDEE,adaptive,2,ro_ddee_2_r2_adaptive,complete,4,True,True,3.469417236,89.170728908,92.810344432,0.170198288,93.672986836,0.134850277,4,[],,[],v2,
ro_ddee_2,DDEE,large,2,ro_ddee_2_r2_large,complete,4,True,True,2.440201635,83.218556091,85.852433531,0.193675805,86.884132248,0.238690193,4,[],,[],v2,
ro_ddee_2,DDEE,replay,2,ro_ddee_2_r2_replay,complete,4,True,True,2.420306035,58.661204323,61.234202083,0.152691725,62.138584929,0.157511699,4,[],,[],v2,
ro_ddee_2,DDEE,small,2,ro_ddee_2_r2_small,complete,4,True,True,2.597103757,16.785325372,19.544481432,0.162052303,20.42260992,0.152144722,4,[],,[],v2,
ro_ddee_2,DDEE,adaptive,3,ro_ddee_2_r3_adaptive,complete,4,True,True,2.321071946,79.742995053,82.247154186,0.183087187,83.200990278,0.165373824,4,[],,[],v2,
ro_ddee_2,DDEE,large,3,ro_ddee_2_r3_large,complete,4,True,True,2.351639163,67.754361499,70.28735675,0.181356088,71.291996106,0.262186276,4,[],,[],v2,
ro_ddee_2,DDEE,replay,3,ro_ddee_2_r3_replay,complete,4,True,True,3.126299589,51.305350309,54.621848072,0.190198174,56.010375631,0.154781074,4,[],,[],v2,
ro_ddee_2,DDEE,small,3,ro_ddee_2_r3_small,complete,4,True,True,3.575332828,17.561377229,21.29132719,0.154617133,22.206841108,0.163729927,4,[],,[],v2,
ro_ddee_3,DDEE,adaptive,1,ro_ddee_3_r1_adaptive,complete,4,True,True,3.317760114,55.093091264,58.580071036,0.169219658,59.455405977,0.14060769,4,[],,[],v2,
ro_ddee_3,DDEE,large,1,ro_ddee_3_r1_large,complete_with_errors,4,True,True,2.364263624,46.919898767,49.614360419,0.330198028,50.597062558,0.240171078,3,[],,[],v2,
ro_ddee_3,DDEE,replay,1,ro_ddee_3_r1_replay,complete,4,True,True,2.344176354,50.130896156,52.637510429,0.162437919,53.537301734,0.15144575,4,[],,[],v2,
ro_ddee_3,DDEE,small,1,ro_ddee_3_r1_small,complete_with_errors,4,True,True,2.967026604,17.572960086,20.845852645,0.305865955,21.745982963,0.157742989,3,[],,[],v2,
ro_ddee_3,DDEE,adaptive,2,ro_ddee_3_r2_adaptive,complete_with_errors,4,True,True,3.600190903,94.003345837,97.774548361,0.171011621,98.712372384,0.145865616,3,[],,[],v2,
ro_ddee_3,DDEE,large,2,ro_ddee_3_r2_large,complete,4,True,True,2.403301871,104.543972646,107.128657666,0.181383149,108.212863878,0.263198904,4,[],,[],v2,
ro_ddee_3,DDEE,replay,2,ro_ddee_3_r2_replay,complete,4,True,True,2.890867531,85.478019788,88.535602702,0.166715383,89.452506082,0.168269846,4,[],,[],v2,
ro_ddee_3,DDEE,small,2,ro_ddee_3_r2_small,complete_with_errors,4,True,True,2.741027581,17.567731634,20.478252581,0.169493366,21.381738138,0.163176345,3,[],,[],v2,
ro_ddee_3,DDEE,adaptive,3,ro_ddee_3_r3_adaptive,complete_with_errors,4,True,True,2.563773382,72.835212411,75.574984798,0.175999005,76.489616032,0.18787392,3,[],,[],v2,
ro_ddee_3,DDEE,large,3,ro_ddee_3_r3_large,complete,4,True,True,2.459439762,54.65934323,57.285309138,0.166526146,58.297128813,0.229952122,4,[],,[],v2,
ro_ddee_3,DDEE,replay,3,ro_ddee_3_r3_replay,complete,4,True,True,2.724194287,73.083672002,76.031724699,0.22385841,76.946277138,0.140168011,4,[],,[],v2,
ro_ddee_3,DDEE,small,3,ro_ddee_3_r3_small,complete_with_errors,4,True,True,2.533564547,17.981415926,20.674942606,0.159962133,21.550176566,0.153265771,3,[],,[],v2,
ro_eded_1,EDED,adaptive,1,ro_eded_1_r1_adaptive,complete,4,True,True,2.803595029,78.035100547,81.011060512,0.172364936,81.970563016,0.227204165,4,[],,[],v2,
ro_eded_1,EDED,large,1,ro_eded_1_r1_large,complete,4,True,True,2.344000993,85.506859618,88.001689547,0.150828936,89.028332801,0.213543521,4,[],,[],v2,
ro_eded_1,EDED,replay,1,ro_eded_1_r1_replay,complete,4,True,True,2.330247607,81.317985467,83.813286629,0.165053555,84.760307119,0.211097929,4,[],,[],v2,
ro_eded_1,EDED,small,1,ro_eded_1_r1_small,complete,4,True,True,2.885781078,15.208237155,18.277393916,0.183375683,19.132513954,0.132929175,4,[],,[],v2,
ro_eded_1,EDED,adaptive,2,ro_eded_1_r2_adaptive,complete,4,True,True,2.642124846,84.918729956,87.756529161,0.195674359,88.834216902,0.255642673,4,[],,[],v2,
ro_eded_1,EDED,large,2,ro_eded_1_r2_large,complete,4,True,True,2.62239677,56.908530034,59.726495505,0.195568701,60.765042911,0.259365356,4,[],,[],v2,
ro_eded_1,EDED,replay,2,ro_eded_1_r2_replay,complete,4,True,True,2.661139387,76.05823882,78.893141254,0.173763047,79.891852529,0.233049325,4,[],,[],v2,
ro_eded_1,EDED,small,2,ro_eded_1_r2_small,complete,4,True,True,4.218314586,17.489787186,21.898353491,0.190251719,22.793394443,0.153002287,4,[],,[],v2,
ro_eded_1,EDED,adaptive,3,ro_eded_1_r3_adaptive,complete,4,True,True,2.286208369,51.924332835,54.377152237,0.166611033,55.356020803,0.238878897,4,[],,[],v2,
ro_eded_1,EDED,large,3,ro_eded_1_r3_large,complete,4,True,True,2.377358707,53.464895494,56.022007043,0.179752842,56.992149251,0.226550445,4,[],,[],v2,
ro_eded_1,EDED,replay,3,ro_eded_1_r3_replay,complete,4,True,True,2.774328026,54.078299931,57.021449451,0.168821494,57.953768152,0.198261757,4,[],,[],v2,
ro_eded_1,EDED,small,3,ro_eded_1_r3_small,complete,4,True,True,2.609058957,14.760976841,17.540245008,0.17020921,18.408395329,0.140902292,4,[],,[],v2,
ro_eded_2,EDED,adaptive,1,ro_eded_2_r1_adaptive,complete,4,True,True,2.426945141,58.787957388,61.392497276,0.177594747,62.386996984,0.24683833,4,[],,[],v2,
ro_eded_2,EDED,large,1,ro_eded_2_r1_large,complete,4,True,True,2.36159897,104.845108841,107.384529931,0.17782212,108.350751769,0.23243046,4,[],,[],v2,
ro_eded_2,EDED,replay,1,ro_eded_2_r1_replay,complete,4,True,True,3.105049355,50.017244617,53.32577586,0.203481888,54.32531386,0.234614079,4,[],,[],v2,
ro_eded_2,EDED,small,1,ro_eded_2_r1_small,complete,4,True,True,2.790570844,18.374716304,21.335459821,0.170172673,22.236166121,0.185270361,4,[],,[],v2,
ro_eded_2,EDED,adaptive,2,ro_eded_2_r2_adaptive,complete,4,True,True,4.201942146,110.04270242,114.464265857,0.219621291,115.510964235,0.255626209,4,[],,[],v2,
ro_eded_2,EDED,large,2,ro_eded_2_r2_large,complete,4,True,True,2.996208837,105.434916047,108.625631572,0.194506688,109.709331594,0.245881646,4,[],,[],v2,
ro_eded_2,EDED,replay,2,ro_eded_2_r2_replay,complete,4,True,True,2.893468734,68.466710414,71.556135589,0.195956441,72.517315369,0.208819595,4,[],,[],v2,
ro_eded_2,EDED,small,2,ro_eded_2_r2_small,complete,4,True,True,3.752538673,18.397048113,22.344616832,0.195030046,23.231785734,0.152458114,4,[],,[],v2,
ro_eded_2,EDED,adaptive,3,ro_eded_2_r3_adaptive,complete,4,True,True,2.29087197,65.149133609,67.6215173,0.181511721,68.593197938,0.214790726,4,[],,[],v2,
ro_eded_2,EDED,large,3,ro_eded_2_r3_large,complete,4,True,True,2.337226915,75.61453466,78.133078256,0.181316681,79.169606386,0.231002808,4,[],,[],v2,
ro_eded_2,EDED,replay,3,ro_eded_2_r3_replay,complete,4,True,True,3.750068747,65.419138434,69.334253756,0.165046575,70.276874565,0.217479612,4,[],,[],v2,
ro_eded_2,EDED,small,3,ro_eded_2_r3_small,complete,4,True,True,3.159989354,18.239343064,21.580318504,0.180986086,22.43708419,0.131014318,4,[],,[],v2,
ro_eded_3,EDED,adaptive,1,ro_eded_3_r1_adaptive,complete_with_errors,4,True,True,2.601543902,52.67594668,55.446851689,0.169361107,56.428999362,0.226008371,3,[],,[],v2,
ro_eded_3,EDED,large,1,ro_eded_3_r1_large,complete,4,True,True,2.341915993,47.344790023,49.856443968,0.169737952,50.833285361,0.209918155,4,[],,[],v2,
ro_eded_3,EDED,replay,1,ro_eded_3_r1_replay,complete_with_errors,4,True,True,2.319259276,52.894910776,55.389733678,0.175563626,56.40818402,0.254000465,3,[],,[],v2,
ro_eded_3,EDED,small,1,ro_eded_3_r1_small,complete_with_errors,4,True,True,2.962232327,17.055653952,20.181977226,0.164090947,21.085676944,0.141897387,2,[],,[],v2,
ro_eded_3,EDED,adaptive,2,ro_eded_3_r2_adaptive,complete_with_errors,4,True,True,2.313211657,62.065767097,64.54972799,0.170749236,65.491640021,0.203111024,3,[],,[],v2,
ro_eded_3,EDED,large,2,ro_eded_3_r2_large,complete,4,True,True,2.28474633,53.035686841,55.496775531,0.17634236,56.467157827,0.230211725,4,[],,[],v2,
ro_eded_3,EDED,replay,2,ro_eded_3_r2_replay,complete_with_errors,4,True,True,2.307579971,55.264156122,57.742528243,0.17079215,58.715171015,0.2488839,3,[],,[],v2,
ro_eded_3,EDED,small,2,ro_eded_3_r2_small,complete_with_errors,4,True,True,2.520845615,17.116510928,19.799744171,0.162387628,20.693924145,0.156143588,2,[],,[],v2,
ro_eded_3,EDED,adaptive,3,ro_eded_3_r3_adaptive,complete_with_errors,4,True,True,2.484511997,53.078341027,55.744404854,0.18155183,56.693487157,0.21762248,3,[],,[],v2,
ro_eded_3,EDED,large,3,ro_eded_3_r3_large,complete,4,True,True,2.302271347,54.68344945,57.143369135,0.157648338,58.102940125,0.223713616,4,[],,[],v2,
ro_eded_3,EDED,replay,3,ro_eded_3_r3_replay,complete_with_errors,4,True,True,2.772331556,58.651228224,61.602138227,0.178578447,62.575418259,0.230619724,3,[],,[],v2,
ro_eded_3,EDED,small,3,ro_eded_3_r3_small,complete_with_errors,4,True,True,2.322313933,17.057785151,19.551261468,0.171162384,20.411408792,0.132587552,2,[],,[],v2,
ro_eeee_1,EEEE,adaptive,2,ro_eeee_1_r2_adaptive,complete,4,True,True,2.317302121,16.618638397,19.107779396,0.171838878,19.988565589,0.141029922,4,[],,[],v2,
ro_eeee_1,EEEE,large,2,ro_eeee_1_r2_large,complete,4,True,True,2.300216763,43.241029167,45.726199434,0.184953504,46.680972588,0.215809562,4,[],,[],v2,
ro_eeee_1,EEEE,replay,2,ro_eeee_1_r2_replay,complete,4,True,True,2.72350119,13.750669038,16.648627407,0.174457179,17.53526686,0.131036841,4,[],,[],v2,
ro_eeee_1,EEEE,small,2,ro_eeee_1_r2_small,complete,4,True,True,2.282171017,15.93411017,18.391397468,0.175116281,19.279548744,0.151412651,4,[],,[],v2,
ro_eeee_1,EEEE,adaptive,3,ro_eeee_1_r3_adaptive,complete,4,True,True,2.626272647,16.152478064,18.946485028,0.167734317,19.80262112,0.123647079,4,[],,[],v2,
ro_eeee_1,EEEE,large,3,ro_eeee_1_r3_large,complete,4,True,True,3.379130867,48.889233833,52.463000418,0.194635718,53.424397267,0.214674429,4,[],,[],v2,
ro_eeee_1,EEEE,replay,3,ro_eeee_1_r3_replay,complete,4,True,True,2.904037593,14.634072664,17.699698307,0.16158805,18.556106153,0.125078414,4,[],,[],v2,
ro_eeee_1,EEEE,small,3,ro_eeee_1_r3_small,complete,4,True,True,2.384470351,16.934637113,19.466956108,0.147848644,20.411899478,0.141721925,4,[],,[],v2,
ro_eeee_2,EEEE,adaptive,2,ro_eeee_2_r2_adaptive,complete,4,True,True,2.466091315,15.249114792,17.896318197,0.18111209,18.755415664,0.121942403,4,[],,[],v2,
ro_eeee_2,EEEE,large,2,ro_eeee_2_r2_large,complete,4,True,True,2.396395448,45.175952577,47.7579124,0.185564375,48.776242434,0.226430504,4,[],,[],v2,
ro_eeee_2,EEEE,replay,2,ro_eeee_2_r2_replay,complete,4,True,True,2.309465243,14.049921925,16.525849563,0.166462395,17.415412234,0.148269855,4,[],,[],v2,
ro_eeee_2,EEEE,small,2,ro_eeee_2_r2_small,complete,4,True,True,2.333044314,14.477849516,16.98520698,0.17431315,17.852617459,0.119371854,4,[],,[],v2,
ro_eeee_2,EEEE,adaptive,3,ro_eeee_2_r3_adaptive,complete,4,True,True,2.408095812,15.846803156,18.435138872,0.180239904,19.339550388,0.163060233,4,[],,[],v2,
ro_eeee_2,EEEE,large,3,ro_eeee_2_r3_large,complete,4,True,True,2.291659028,67.623003675,70.092982783,0.17832008,71.134078537,0.241936386,4,[],,[],v2,
ro_eeee_2,EEEE,replay,3,ro_eeee_2_r3_replay,complete,4,True,True,3.048465523,14.303551267,17.524155843,0.172139053,18.391010514,0.129572716,4,[],,[],v2,
ro_eeee_2,EEEE,small,3,ro_eeee_2_r3_small,complete,4,True,True,2.263457632,16.01103783,18.452388258,0.177892796,19.313384407,0.133004704,4,[],,[],v2,
ro_eeee_3,EEEE,adaptive,2,ro_eeee_3_r2_adaptive,complete,4,True,True,2.875743084,16.452786558,19.508936308,0.180406666,20.420724494,0.169534964,4,[],,[],v2,
ro_eeee_3,EEEE,large,2,ro_eeee_3_r2_large,complete,4,True,True,2.309685734,40.58956918,43.075096523,0.175841609,44.116397192,0.234864585,4,[],,[],v2,
ro_eeee_3,EEEE,replay,2,ro_eeee_3_r2_replay,complete,4,True,True,2.568696578,13.303771748,16.029475828,0.157007502,16.947748475,0.171064284,4,[],,[],v2,
ro_eeee_3,EEEE,small,2,ro_eeee_3_r2_small,complete,4,True,True,2.467824063,15.942736413,18.596220654,0.185660178,19.495590449,0.150150584,4,[],,[],v2,
ro_eeee_3,EEEE,adaptive,3,ro_eeee_3_r3_adaptive,complete,4,True,True,2.391483557,15.599969909,18.15737207,0.165918604,19.047336337,0.165651042,4,[],,[],v2,
ro_eeee_3,EEEE,large,3,ro_eeee_3_r3_large,complete,4,True,True,2.512050984,71.349014697,74.019233892,0.158168211,75.061040097,0.249485626,4,[],,[],v2,
ro_eeee_3,EEEE,replay,3,ro_eeee_3_r3_replay,complete,4,True,True,3.236050226,14.28793824,17.674957227,0.150968761,18.566893323,0.152314919,4,[],,[],v2,
ro_eeee_3,EEEE,small,3,ro_eeee_3_r3_small,complete,4,True,True,2.508089557,15.706660076,18.380338839,0.165589206,19.284594454,0.153379695,4,[],,[],v2,
