model,policy,repetition,slot,directory,seal_sha256,attempted,status,fragment_offset,planned,failure,worker_session_wall_s,observations,http_events,request_events,start,finish,accounting,inherited_from_prior_collection
qwen3:1.7b,SELECTIVE,1,4,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v1/session_04_admission_retry_03,3ca5b6c5f7b65d3f59ec26ae9652acc18c044de1c670b43db0dbc4b3e42ecb36,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",0.197805057,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T16:44:08.834513+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2331196,""mem_total_kib"":7803236,""swap_free_kib"":1515944,""swap_total_kib"":3901608,""swap_used_kib"":2385664},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.343,""gpu-thermal"":55.187,""soc0-thermal"":54.281,""soc1-thermal"":54.437,""soc2-thermal"":54.562,""tj-thermal"":55.343},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T16:44:08.854514+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2331368,""mem_total_kib"":7803236,""swap_free_kib"":1515944,""swap_total_kib"":3901608,""swap_used_kib"":2385664},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":54.968,""gpu-thermal"":55.468,""soc0-thermal"":54.375,""soc1-thermal"":54.437,""soc2-thermal"":54.5,""tj-thermal"":55.218},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,ALWAYS,1,5,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v3/session_05_from_01,240c322e9c2757ef835f83f54b878b0840c2db4311a26497125c2cb30f078529,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",2.670755829,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:13:20.959560+00:00"",""fan_pwm"":89,""memory"":{""mem_available_kib"":2281512,""mem_total_kib"":7803236,""swap_free_kib"":1235120,""swap_total_kib"":3901608,""swap_used_kib"":2666488},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":54.937,""gpu-thermal"":54.875,""soc0-thermal"":54.0,""soc1-thermal"":53.875,""soc2-thermal"":54.312,""tj-thermal"":55.031},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:13:20.981075+00:00"",""fan_pwm"":89,""memory"":{""mem_available_kib"":2281036,""mem_total_kib"":7803236,""swap_free_kib"":1235120,""swap_total_kib"":3901608,""swap_used_kib"":2666488},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":54.843,""gpu-thermal"":54.906,""soc0-thermal"":54.031,""soc1-thermal"":53.968,""soc2-thermal"":54.343,""tj-thermal"":55.187},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,OFF,1,6,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_06_from_01,c911da3caf6f40df44af6de2fa939164e82cb00df22d5f67b01f745fbcd326c7,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",4.238123796,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:27:14.818059+00:00"",""fan_pwm"":93,""memory"":{""mem_available_kib"":2341536,""mem_total_kib"":7803236,""swap_free_kib"":1089620,""swap_total_kib"":3901608,""swap_used_kib"":2811988},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.781,""gpu-thermal"":55.218,""soc0-thermal"":54.375,""soc1-thermal"":54.218,""soc2-thermal"":54.625,""tj-thermal"":55.906},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:27:14.853891+00:00"",""fan_pwm"":93,""memory"":{""mem_available_kib"":2338008,""mem_total_kib"":7803236,""swap_free_kib"":1089620,""swap_total_kib"":3901608,""swap_used_kib"":2811988},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.75,""gpu-thermal"":55.343,""soc0-thermal"":54.343,""soc1-thermal"":54.375,""soc2-thermal"":54.593,""tj-thermal"":55.75},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,ALWAYS,2,7,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01,cd10e2277b40e704ff1d02086991ea1e3807f5a886847425b857dd2419dab61c,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",4.262504937,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:32:48.285499+00:00"",""fan_pwm"":105,""memory"":{""mem_available_kib"":2322452,""mem_total_kib"":7803236,""swap_free_kib"":1057900,""swap_total_kib"":3901608,""swap_used_kib"":2843708},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":59.187,""gpu-thermal"":58.5,""soc0-thermal"":57.25,""soc1-thermal"":57.125,""soc2-thermal"":57.562,""tj-thermal"":59.187},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:32:48.311378+00:00"",""fan_pwm"":105,""memory"":{""mem_available_kib"":2322452,""mem_total_kib"":7803236,""swap_free_kib"":1057900,""swap_total_kib"":3901608,""swap_used_kib"":2843708},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":59.031,""gpu-thermal"":58.437,""soc0-thermal"":57.281,""soc1-thermal"":57.031,""soc2-thermal"":57.625,""tj-thermal"":59.031},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,ALWAYS,2,7,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_01,834a34b8f035e89df832f167e124e8ebfd77c370869c778ee89273f0fc19fc34,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",4.546805848,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:33:14.656671+00:00"",""fan_pwm"":100,""memory"":{""mem_available_kib"":2306108,""mem_total_kib"":7803236,""swap_free_kib"":1058156,""swap_total_kib"":3901608,""swap_used_kib"":2843452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":56.5,""gpu-thermal"":56.312,""soc0-thermal"":55.531,""soc1-thermal"":55.531,""soc2-thermal"":55.812,""tj-thermal"":56.5},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:33:14.675499+00:00"",""fan_pwm"":100,""memory"":{""mem_available_kib"":2306108,""mem_total_kib"":7803236,""swap_free_kib"":1058156,""swap_total_kib"":3901608,""swap_used_kib"":2843452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":56.531,""gpu-thermal"":56.437,""soc0-thermal"":55.531,""soc1-thermal"":55.468,""soc2-thermal"":55.781,""tj-thermal"":56.718},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,ALWAYS,2,7,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v4/session_07_from_01_admission_retry_02,8ae50493d4956c065304025bb2e94bad4b643f004cda7123f4db5d42febc7622,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",4.381788506,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:33:40.868337+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2278620,""mem_total_kib"":7803236,""swap_free_kib"":1058156,""swap_total_kib"":3901608,""swap_used_kib"":2843452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.375,""gpu-thermal"":55.281,""soc0-thermal"":54.281,""soc1-thermal"":54.312,""soc2-thermal"":54.718,""tj-thermal"":55.437},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:33:40.888354+00:00"",""fan_pwm"":92,""memory"":{""mem_available_kib"":2278052,""mem_total_kib"":7803236,""swap_free_kib"":1058156,""swap_total_kib"":3901608,""swap_used_kib"":2843452},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.187,""gpu-thermal"":55.218,""soc0-thermal"":54.375,""soc1-thermal"":54.531,""soc2-thermal"":54.656,""tj-thermal"":55.218},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,SELECTIVE,2,9,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_09_from_01,f028cf956bd8f5a348accb429dacc21289d38711411f3ea5344ddc23f9b22c5b,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.395776537,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:51:27.324971+00:00"",""fan_pwm"":105,""memory"":{""mem_available_kib"":2362660,""mem_total_kib"":7803236,""swap_free_kib"":1160420,""swap_total_kib"":3901608,""swap_used_kib"":2741188},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.718,""gpu-thermal"":57.843,""soc0-thermal"":57.0,""soc1-thermal"":56.687,""soc2-thermal"":56.968,""tj-thermal"":57.718},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:51:27.341932+00:00"",""fan_pwm"":105,""memory"":{""mem_available_kib"":2362660,""mem_total_kib"":7803236,""swap_free_kib"":1160420,""swap_total_kib"":3901608,""swap_used_kib"":2741188},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.718,""gpu-thermal"":57.781,""soc0-thermal"":56.812,""soc1-thermal"":56.718,""soc2-thermal"":57.093,""tj-thermal"":57.625},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:1.7b,SELECTIVE,2,9,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_09_from_01_admission_retry_01,34b4b7b5d700a31b57685eb21839e0ecc656778d9fe04fc8ef84ca1554bdc586,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.374725842,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:51:56.165406+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2379296,""mem_total_kib"":7803236,""swap_free_kib"":1162980,""swap_total_kib"":3901608,""swap_used_kib"":2738628},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":56.218,""gpu-thermal"":55.718,""soc0-thermal"":54.875,""soc1-thermal"":54.937,""soc2-thermal"":55.125,""tj-thermal"":56.031},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:51:56.189824+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2377956,""mem_total_kib"":7803236,""swap_free_kib"":1162980,""swap_total_kib"":3901608,""swap_used_kib"":2738628},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.937,""gpu-thermal"":55.625,""soc0-thermal"":55.0,""soc1-thermal"":54.781,""soc2-thermal"":55.031,""tj-thermal"":55.937},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,SELECTIVE,2,10,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_10_from_01,97ac80bce536f29cff531bd97b35f06bce3870b156a5c3cbd0d7fd55b7a6bb99,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.352958749,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:58:06.677975+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2375732,""mem_total_kib"":7803236,""swap_free_kib"":1113616,""swap_total_kib"":3901608,""swap_used_kib"":2787992},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.812,""gpu-thermal"":55.937,""soc0-thermal"":55.281,""soc1-thermal"":55.312,""soc2-thermal"":55.218,""tj-thermal"":56.093},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T17:58:06.695884+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2375732,""mem_total_kib"":7803236,""swap_free_kib"":1113616,""swap_total_kib"":3901608,""swap_used_kib"":2787992},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.781,""gpu-thermal"":56.031,""soc0-thermal"":55.312,""soc1-thermal"":55.062,""soc2-thermal"":55.218,""tj-thermal"":56.312},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,OFF,2,11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_11_from_01,ff17e7051ca1e8f4e91750048a206483569feb86f082b120ef4ead0a2e9f88c1,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.685944947,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:00:25.781579+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2357740,""mem_total_kib"":7803236,""swap_free_kib"":1115408,""swap_total_kib"":3901608,""swap_used_kib"":2786200},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.75,""gpu-thermal"":57.656,""soc0-thermal"":56.781,""soc1-thermal"":56.5,""soc2-thermal"":56.843,""tj-thermal"":57.875},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:00:25.799211+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2357740,""mem_total_kib"":7803236,""swap_free_kib"":1115408,""swap_total_kib"":3901608,""swap_used_kib"":2786200},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.687,""gpu-thermal"":57.718,""soc0-thermal"":56.781,""soc1-thermal"":56.562,""soc2-thermal"":56.843,""tj-thermal"":57.718},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,OFF,2,11,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_11_from_01_admission_retry_01,cb96f843b57a39815f5525a910f89199476ef832f168e200f6fbf2fa23786743,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.584710878,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:00:55.014153+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2364744,""mem_total_kib"":7803236,""swap_free_kib"":1115664,""swap_total_kib"":3901608,""swap_used_kib"":2785944},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.531,""gpu-thermal"":55.781,""soc0-thermal"":54.781,""soc1-thermal"":54.781,""soc2-thermal"":55.0,""tj-thermal"":55.593},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:00:55.039713+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2364744,""mem_total_kib"":7803236,""swap_free_kib"":1115664,""swap_total_kib"":3901608,""swap_used_kib"":2785944},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.375,""gpu-thermal"":55.625,""soc0-thermal"":54.906,""soc1-thermal"":54.781,""soc2-thermal"":54.937,""tj-thermal"":56.0},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,ALWAYS,2,12,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_12_from_01,a2d2e55bf17dc4f277414ad01ac57848ad000a3d661f8518a940ce909aecb8f4,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.857114541,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:02:51.034403+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2331124,""mem_total_kib"":7803236,""swap_free_kib"":1119760,""swap_total_kib"":3901608,""swap_used_kib"":2781848},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.25,""gpu-thermal"":57.531,""soc0-thermal"":56.468,""soc1-thermal"":56.562,""soc2-thermal"":56.687,""tj-thermal"":57.531},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:02:51.053385+00:00"",""fan_pwm"":109,""memory"":{""mem_available_kib"":2331296,""mem_total_kib"":7803236,""swap_free_kib"":1119760,""swap_total_kib"":3901608,""swap_used_kib"":2781848},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":57.437,""gpu-thermal"":57.312,""soc0-thermal"":56.437,""soc1-thermal"":56.406,""soc2-thermal"":56.718,""tj-thermal"":57.437},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
qwen3:0.6b,ALWAYS,2,12,/home/b2jetson/convo_hri_cascading/submodules/Oline_HRI/evaluation/independent_retrieval_20260913/run_v5/session_12_from_01_admission_retry_01,d392b1f0daf1d1148fcee5c6f636df27f33130a77e6b95118c32803b00397330,0,interrupted,0,48,"{""message"":""revised startup temperature must be below 55 C"",""type"":""SafetyGateError""}",6.778387231,0,0,0,"{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:03:20.538821+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2345800,""mem_total_kib"":7803236,""swap_free_kib"":1119760,""swap_total_kib"":3901608,""swap_used_kib"":2781848},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.656,""gpu-thermal"":55.406,""soc0-thermal"":54.593,""soc1-thermal"":54.625,""soc2-thermal"":54.906,""tj-thermal"":55.593},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}","{""boot_id"":""42c93f63-4b10-4ae4-b73c-1cdf4def0661"",""captured_at"":""2026-09-13T18:03:20.559263+00:00"",""fan_pwm"":97,""memory"":{""mem_available_kib"":2345720,""mem_total_kib"":7803236,""swap_free_kib"":1119760,""swap_total_kib"":3901608,""swap_used_kib"":2781848},""power_mode"":""NV Power Mode: 15W\n0"",""reset_reason"":""SYS_RESET_N"",""resident_models"":[],""temperatures_c"":{""cpu-thermal"":55.343,""gpu-thermal"":55.531,""soc0-thermal"":54.656,""soc1-thermal"":54.593,""soc2-thermal"":54.781,""tj-thermal"":55.687},""thermal_trip_events"":{""cpu"":0,""cv0"":0,""cv1"":0,""cv2"":0,""gpu"":0,""soc0"":0,""soc1"":0,""soc2"":0}}",preserved zero-request admission launch; excludes quality/timing attempt denominators; its time is inside measured fragment supervisor overhead when available and must not be added twice,True
