sequence_id,pattern,repetition,comparator,adaptive_source_freeze,comparator_source_freeze,identical_actual_generator_sequence,adaptive_original_status,comparator_original_status,adaptive_minus_comparator_startup_seconds,adaptive_minus_comparator_request_seconds,adaptive_minus_comparator_sequence_gaps_seconds,adaptive_minus_comparator_sequence_seconds,adaptive_minus_comparator_cleanup_seconds,adaptive_minus_comparator_generation_output_tokens_all_calls,adaptive_minus_comparator_classifier_output_tokens,adaptive_minus_comparator_all_backend_output_tokens,adaptive_minus_comparator_residency_audit_seconds,adaptive_minus_comparator_correct_delivered_turns,adaptive_minus_comparator_all_backend_load_duration_seconds,adaptive_minus_comparator_all_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_all_backend_eval_duration_seconds,adaptive_minus_comparator_all_backend_total_duration_seconds,adaptive_minus_comparator_generation_backend_load_duration_seconds,adaptive_minus_comparator_generation_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_generation_backend_eval_duration_seconds,adaptive_minus_comparator_generation_backend_total_duration_seconds,adaptive_minus_comparator_classifier_backend_load_duration_seconds,adaptive_minus_comparator_classifier_backend_prompt_eval_duration_seconds,adaptive_minus_comparator_classifier_backend_eval_duration_seconds,adaptive_minus_comparator_classifier_backend_total_duration_seconds,adaptive_minus_comparator_request_seconds_excluding_direct_residency_audits
ro_dddd_1,DDDD,2,replay,v2,v2,True,complete,complete,-0.11439217099999999,4.757067526,0.0073192819999999825,4.649994636999999,-0.005728357999999989,0,39,39,0.020049955,,-0.3945328770000067,1.2586970000000002,3.1272800000000025,4.392878704000005,-0.4023344030000011,-0.0976840000000001,0.5635420000000018,0.1724858270000027,0.007801526,1.356381,2.563738,4.220392877,4.737017571
ro_dddd_2,DDDD,2,small,v2,v2,False,complete,complete,-0.3477182969999997,27.021115950000002,0.022195631999999993,26.695593285,0.108132424,-21,0,-21,0.008025456999999986,,13.001167768999998,2.625227,11.264778000000003,26.895221465000002,0.0012139459999999987,1.4706919999999999,7.692073000000001,9.191197169,12.999953823000004,1.1545349999999999,3.572705,17.704024296,27.013090493000004
ro_dddd_2,DDDD,2,large,v2,v2,True,complete,complete,0.23565477900000031,-0.19416493800000012,0.07152471699999999,0.11301455800000326,0.027431792999999982,2,0,2,0.03070645899999999,,1.1076172399999997,-0.2521930000000001,-1.334554997999998,-0.49378610100000486,-7.735399999999996e-05,-0.01365700000000003,-1.978421999,-2.0018968889999993,1.1076945940000051,-0.23853600000000008,0.6438670010000003,1.5081107879999998,-0.2248713970000001
ro_dddd_2,DDDD,2,replay,v2,v2,True,complete,complete,-0.24584734699999977,9.085876589000002,0.04502289899999998,8.885052141000003,0.04753679499999999,2,56,58,0.060086028999999985,,1.3307640360000015,1.6637410000000004,5.0019240000000025,8.485784936999998,-21.930178939999998,-0.276575,0.20706300000000155,-21.777720668,23.260942976000003,1.940316,4.794861,30.263505605,9.02579056
ro_dddd_3,DDDD,1,small,v2,v1,False,complete_with_errors,complete,-0.06980925399999993,90.66928307,0.03893107500000001,90.638404891,0.06169530200000001,-25,0,-25,-0.002322897000000001,,17.209878871,1.5870400000000002,71.751685,90.587108909,17.209878871,1.5870400000000002,71.751685,90.587108909,0,0,0,0,90.671605967
ro_dddd_3,DDDD,1,large,v2,v1,True,complete_with_errors,interrupted,-0.09632140599999994,-8.350933244000004,0.02164508000000001,-8.425609570000006,-0.004352872000000008,0,0,0,-0.005051340999999997,,1.5316824149999988,0.3297690000000004,-10.332276000000007,-8.47928384299999,1.5316824149999988,0.3297690000000004,-10.332276000000007,-8.47928384299999,0,0,0,0,-8.345881903000004
ro_dddd_3,DDDD,1,replay,v2,v2,True,complete_with_errors,complete_with_errors,-0.13271089400000013,-11.459149752999991,0.022584148999999998,-11.569276498000008,-0.004793796000000017,-36,0,-36,-0.0023574240000000003,,1.9252096359999982,-0.06918699999999989,-13.300233999999989,-11.430886771000004,1.9252096359999982,-0.06918699999999989,-13.300233999999989,-11.430886771000004,0,0,0,0,-11.456792328999992
ro_dddd_3,DDDD,2,small,v2,v2,False,complete_with_errors,complete,-0.08748044899999963,30.817370085,-0.0009657220000000022,30.728923914000003,0.07251479599999999,-25,0,-25,-0.003009051999999998,,13.572775027999997,1.3031699989999999,15.835214999999998,30.726726989999992,13.572775027999997,1.3031699989999999,15.835214999999998,30.726726989999992,0,0,0,0,30.820379137
ro_dddd_3,DDDD,2,large,v2,v2,True,complete_with_errors,complete_with_errors,-0.22767528699999984,-11.767321128999995,-0.002407164999999989,-11.997403581,0.010988254000000003,0,0,0,-0.004353932999999997,,-0.07025258000000179,0.012576998999999978,-11.556034999999998,-11.62619851800001,-0.07025258000000179,0.012576998999999978,-11.556034999999998,-11.62619851800001,0,0,0,0,-11.762967195999995
ro_dddd_3,DDDD,2,replay,v2,v2,True,complete_with_errors,complete_with_errors,-0.12135352999999993,-1.3311991809999952,0.0007040920000000173,-1.4518486189999962,-0.0028009860000000053,-17,0,-17,0.0040756830000000036,,0.03803252399999835,0.0035449989999998266,-1.4257020000000011,-1.3851152830000046,0.03803252399999835,0.0035449989999998266,-1.4257020000000011,-1.3851152830000046,0,0,0,0,-1.3352748639999952
ro_ddee_1,DDEE,1,small,v2,v2,False,complete,complete,1.348049257,89.065501458,-0.02950989300000001,90.384040822,-0.014921431000000013,10,0,10,-0.013943901000000002,,24.870110687,5.988265999999999,58.075775,88.82573955500001,24.868099035,1.628803,48.513976,74.863115748,0.002011651999999999,4.359463,9.561798999999999,13.962623807,89.079445359
ro_ddee_1,DDEE,1,large,v2,v2,False,complete,complete,1.242979043,-16.377065324,-0.131401274,-15.265487554999993,-0.08364334100000001,-3,0,-3,-0.001334756999999999,,6.810827915000001,-1.0249039999999994,-21.40722799999999,-15.726392134999998,6.809980309,-0.16872500000000024,-19.898341999999978,-13.419484519999997,0.000847605999999999,-0.856179,-1.5088860000000004,-2.306907615000002,-16.375730567
ro_ddee_1,DDEE,1,replay,v2,v2,True,complete,complete,1.1868682300000004,55.956815784999996,-0.014811254999999995,57.12887276000001,-0.010401940999999998,-26,39,13,0.024978648,,0.1590579390000002,4.981979,50.018602,55.62334601400001,0.1502909960000025,-0.056693000000000104,39.514141,39.76402858400001,0.008766943,5.038672,10.504461,15.859317429999999,55.931837136999995
ro_ddee_1,DDEE,2,small,v2,v2,False,complete,complete,-0.5537467920000001,72.730229494,0.013722365999999986,72.190205068,0.027733194000000017,13,0,13,0.008522075000000004,,27.298658160000002,5.368483,39.795878,72.39834747299999,27.298802448999997,1.7662570000000004,27.918736000000003,56.941582036,-0.00014428900000000057,3.602226,11.877142,15.456765437,72.721707419
ro_ddee_1,DDEE,2,large,v2,v2,False,complete,complete,0.42149394799999973,-3.4187190180000044,0.004564007000000009,-2.992661063,-0.063249379,0,0,0,-0.0031626269999999873,,11.083877064000003,-0.8141699999999998,-13.863877000000002,-3.694263826000011,11.083594408,0.19509600000000038,-15.637655999999996,-4.454825342000007,0.0002826559999999992,-1.0092660000000002,1.7737789999999976,0.7605615160000028,-3.4155563910000044
ro_ddee_1,DDEE,2,replay,v2,v2,True,complete,complete,0.2582715969999998,12.610281951999994,0.024117759999999988,12.892671308999994,0.04161212900000001,-25,39,14,0.03155888500000001,,3.541279383999999,4.024834,4.224824999999996,12.212754082999979,3.532796841999996,0.036894000000000204,-8.673123,-4.935380192000011,0.008482542,3.98794,12.897948,17.148134275,12.578723066999993
ro_ddee_2,DDEE,1,small,v2,v2,False,complete,complete,1.5656180450000003,53.245610842999994,0.032193602000000016,54.84342249000001,-0.027314588,-20,0,-20,-0.004756306000000002,,25.853063312999993,5.295377,21.841220999999997,52.9266501,9.726766018000001,1.72113,12.565481,23.98637637,16.126297295,3.5742469999999997,9.27574,28.940273729999994,53.25036714899999
ro_ddee_2,DDEE,1,large,v2,v2,False,complete,complete,-0.78301687,25.178352374,0.022675940000000006,24.41801144400001,-0.09868979399999997,1,0,1,-0.0027736479999999897,,11.993248796999993,1.308275,11.633823,24.858982751000006,9.725321691000001,-0.05479099999999981,6.750204,16.379698217999998,2.267927106000002,1.3630659999999999,4.883619000000001,8.479284532999998,25.181126022
ro_ddee_2,DDEE,1,replay,v2,v2,True,complete,complete,1.2239502260000004,17.581252451999994,0.03083150100000001,18.836034179000002,0.007960641000000018,0,56,56,0.034163360999999996,,2.1168517589999922,3.99456,10.470640999999997,17.091012272000007,-23.064272749,-0.3759720000000004,-0.23984000000000094,-23.443772138999996,25.181124508,4.370532,10.710481000000001,40.534784411,17.547089090999993
ro_ddee_2,DDEE,2,small,v2,v2,False,complete,complete,0.8723134789999998,72.385403536,0.008145984999999994,73.265863,-0.01729444500000002,-20,0,-20,0.004701483000000006,,26.369272521999996,5.4616050000000005,40.145737,71.93136985999999,9.609144204,1.8391540000000002,25.957588,37.313058201,16.760128318,3.622451,14.188148999999997,34.61831165899999,72.380702053
ro_ddee_2,DDEE,2,large,v2,v2,False,complete,complete,1.0292156009999998,5.952172817000005,-0.023477517000000003,6.957910900999991,-0.103839916,1,0,1,0.008470368999999991,,9.781568747999994,0.43187399999999965,-4.574346999999996,5.559006342999993,9.607866910999999,0.01804099999999975,-4.596419999999998,4.9259547690000005,0.17370183700000297,0.41383299999999945,0.0220729999999989,0.6330515739999996,5.943702448000004
ro_ddee_2,DDEE,2,replay,v2,v2,True,complete,complete,1.049111201,30.509524585,0.017506563000000003,31.576142348999994,-0.022661422000000014,-1,56,55,0.036816466,,3.3769218039999984,4.452786,21.849173999999998,30.139450003999997,-22.134429157999996,0.092441,6.15438,-15.724948233,25.511350962,4.360345,15.694793999999998,45.864398236999996,30.472708119
ro_ddee_3,DDEE,1,small,v2,v2,False,complete,complete_with_errors,0.35073350999999997,37.520131178,-0.13664629700000003,37.734218391,-0.017135298999999993,25,0,25,-0.005403371999999997,,23.876602147,2.8740909999999995,10.699726000000002,37.311010065,23.876320015999998,1.5975559999999998,9.379223000000001,34.723326429,0.00028213100000000057,1.276535,1.3205030000000002,2.587683636,37.52553455
ro_ddee_3,DDEE,1,large,v2,v2,False,complete,complete_with_errors,0.95349649,8.173192497000002,-0.16097836999999998,8.965710617,-0.099563388,52,0,52,-0.006826301999999992,,9.902879173999999,-0.1270990000000003,-1.7432479999999977,7.908839653000001,9.902124995000001,-0.2279110000000002,-1.4427869999999992,8.143097464999997,0.0007541789999999998,0.10081200000000012,-0.30046099999999987,-0.23425781200000007,8.180018799000003
ro_ddee_3,DDEE,1,replay,v2,v2,True,complete,complete,0.9735837599999999,4.962195108000003,0.006781739000000009,5.942560606999997,-0.010838059999999983,0,26,26,0.012591944000000004,,1.4632406200000005,1.6966979999999992,1.430969000000001,4.700085640000005,1.4575001930000013,0.03842399999999957,-0.4717589999999987,0.9756968560000061,0.005740427,1.658274,1.9027280000000002,3.724388784,4.949603164000003
ro_ddee_3,DDEE,2,small,v2,v2,False,complete_with_errors,complete_with_errors,0.8591633220000001,76.435614203,0.0015182549999999961,77.29629578000001,-0.017310728999999997,-27,0,-27,4.426699999999367e-05,,25.43237965,4.174810000000001,46.472871001,76.01397541399999,25.430406943000005,1.611539,40.553453001,67.53810591899999,0.0019727069999999998,2.563271,5.919417999999999,8.475869495,76.435569936
ro_ddee_3,DDEE,2,large,v2,v2,False,complete_with_errors,complete,1.196889032,-10.540626809000003,-0.010371527999999991,-9.354109304999994,-0.11733328800000001,-52,0,-52,-0.0019893340000000023,,8.112387418,0.3152820009999999,-19.24028700000001,-10.866531001999988,8.112748654000004,-0.17247600000000007,-19.55510000000001,-11.657487259000007,-0.000361236,0.48775800099999955,0.3148129999999991,0.7909562569999995,-10.538637475000003
ro_ddee_3,DDEE,2,replay,v2,v2,True,complete_with_errors,complete,0.7093233720000001,8.525326049,0.004296238000000008,9.238945658999995,-0.022404229999999997,-52,26,-26,0.007901324000000001,,0.28316512199999977,3.0178670000000003,4.756644000000001,8.226760348,0.2772573080000029,0.1356250000000001,-1.7883849999999981,-1.3529339880000038,0.005907814,2.8822419999999997,6.5450289999999995,9.579694336,8.517424725
ro_eded_1,EDED,1,small,v2,v2,False,complete,complete,-0.08218604900000015,62.826863392,-0.011010747000000015,62.733666596,0.09427499,18,0,18,0.005220814999999997,,26.611887640999996,1.9191609999999997,33.962351000000005,62.57472247,26.611492784,1.5217300000000002,31.886138000000003,60.053391585,0.0003948570000000002,0.397431,2.076213,2.521330885,62.821642577
ro_eded_1,EDED,1,large,v2,v2,False,complete,complete,0.45959403599999993,-7.471759070999994,0.021536,-6.990629034999998,0.013660644000000027,-74,0,-74,-0.00018973600000000285,,13.005957415000001,-0.3841239990000007,-20.338339999999995,-7.709650602000011,13.005665473000004,-0.33496799899999985,-21.221738000000002,-8.560697543000003,0.00029194200000000033,-0.04915600000000009,0.8833980000000001,0.8510469409999999,-7.471569334999994
ro_eded_1,EDED,1,replay,v2,v2,True,complete,complete,0.4733474219999998,-3.2828849200000008,0.007311381000000006,-2.8022261170000036,0.016106236000000024,6,17,23,0.011651980999999999,,2.5541079209999964,0.5300399999999996,-6.6803409999999985,-3.4401580979999977,2.551273199999997,-0.1395439999999999,-9.228348000000004,-6.746004596999995,0.002834721,0.669584,2.548007,3.305846499,-3.2945369010000007
ro_eded_1,EDED,2,small,v2,v2,False,complete,complete,-1.5761897399999998,67.42894277,0.005422639999999979,65.85817567000001,0.102640386,5,0,5,0.029550432,,21.951620826999992,1.9366420000000004,43.17538,67.116238057,21.951165344,1.627424,39.540265999999995,63.188241416999986,0.000455483,0.309218,3.6351139999999997,3.92799664,67.39939233800001
ro_eded_1,EDED,2,large,v2,v2,False,complete,complete,0.01972807600000026,28.010199922000005,0.00010565799999998071,28.030033656,-0.0037226830000000044,-70,0,-70,0.023647011999999995,,11.30580085899999,0.06467500000000026,16.358242999999998,27.757170144,11.304998977999997,0.15549899999999983,15.650912999999996,27.140119682999988,0.000801881,-0.09082400000000002,0.7073299999999998,0.6170504609999998,27.986552910000004
ro_eded_1,EDED,2,replay,v2,v2,True,complete,complete,-0.019014540999999774,8.860491136000007,0.02191131199999999,8.863387907000003,0.022593347999999985,-7,17,10,0.031552372999999995,,-0.07446400100000972,0.508515,8.068559,8.671018275999998,-0.07712858700000425,-0.009887000000000423,3.980140999999996,4.00890803499999,0.002664586,0.518402,4.088418,4.662110241,8.828938763000007
ro_eded_2,EDED,1,small,v2,v2,False,complete,complete,-0.36362570299999986,40.413241084000006,0.007422074000000001,40.057037455,0.061567969,17,0,17,0.005546936000000002,,25.538876220999995,2.7213570000000002,11.856541,40.114325717,25.393349598999997,1.4622060000000001,10.218276000000001,37.072319294,0.14552662200000022,1.259151,1.638265,3.042006423000002,40.407694148000004
ro_eded_2,EDED,1,large,v2,v2,False,complete,complete,0.06534617099999984,-46.057151452999996,-0.00022737300000000293,-45.992032655,0.01440786999999999,20,0,20,0.013027014000000003,,9.191966364999995,-2.4491580000000006,-53.00686999999999,-46.342011023000005,25.392908693,-0.2902610000000001,-33.903867,-8.822277478999993,-16.200942328,-2.1588969999999996,-19.103002999999998,-37.519733544000005,-46.070178467
ro_eded_2,EDED,1,replay,v2,v2,True,complete,complete,-0.6781042139999998,8.770712771,-0.025887141000000002,8.066721416,0.012224250999999992,0,56,56,0.004521960000000005,,2.4995225239999996,2.1104170000000004,3.3841649999999994,8.492472069999998,-6.931216340999995,-0.15908899999999981,0.1426110000000005,-6.691212741000001,9.430738864999999,2.269506,3.241554,15.183684811000001,8.766190811
ro_eded_2,EDED,2,small,v2,v2,False,complete,complete,0.4494034730000003,91.645654307,0.024591244999999984,92.119649025,0.10316809499999999,37,0,37,-0.012195767999999996,,25.605032995000002,3.22683,62.740809,91.589418974,24.225231453,1.6872690000000001,55.693507,81.59403575900001,1.3798015419999992,1.5395610000000002,7.047302000000001,9.995383215,91.657850075
ro_eded_2,EDED,2,large,v2,v2,False,complete,complete,1.2057333090000002,4.607786372999996,0.025114602999999985,5.838634284999998,0.009744562999999984,40,0,40,-0.144065203,,10.469037937,-2.716449,-2.683442999999997,4.870628561999979,24.224605339,-0.0776169999999996,6.305447999999991,30.369835097000006,-13.755567402000002,-2.638832,-8.988890999999999,-25.499206535000003,4.751851575999996
ro_eded_2,EDED,2,replay,v2,v2,True,complete,complete,1.3084734120000006,41.57599200599999,0.023664849999999987,42.90813026800001,0.046806613999999996,10,56,66,0.035093503000000005,,2.869017551000006,1.9592720000000003,35.77395,41.15990591699999,-7.869970691999995,-0.2722889999999998,27.208351999999998,19.358874039,10.738988243,2.231561,8.565598000000001,21.801031878,41.540898502999994
ro_eded_3,EDED,1,small,v2,v2,False,complete_with_errors,complete_with_errors,-0.3606884250000002,35.620292728,0.005270160000000024,35.264874463,0.084110984,-1,0,-1,-0.0005172929999999985,,22.590793887999997,1.691629,11.232600999999999,35.478021766,22.590793887999997,1.691629,11.232600999999999,35.478021766,0,0,0,0,35.620810021000004
ro_eded_3,EDED,1,large,v2,v2,False,complete_with_errors,complete,0.25962790899999977,5.331156657000001,-0.0003768449999999868,5.590407720999998,0.01609021600000002,15,0,15,-0.00029031099999999796,,8.636116441999995,-0.08447100000000018,-3.4493480000000005,5.161422660999996,8.636116441999995,-0.08447100000000018,-3.4493480000000005,5.161422660999996,0,0,0,0,5.331446968000001
ro_eded_3,EDED,1,replay,v2,v2,True,complete_with_errors,complete_with_errors,0.28228462600000004,-0.21896409600000055,-0.00620251899999999,0.057118011000000024,-0.027992093999999995,13,0,13,-0.0007266809999999999,,0.2487628229999963,0.102541,-0.6521850000000029,-0.24670723199999856,0.2487628229999963,0.102541,-0.6521850000000029,-0.24670723199999856,0,0,0,0,-0.21823741500000055
ro_eded_3,EDED,2,small,v2,v2,False,complete_with_errors,complete_with_errors,-0.20763395799999973,44.949256168999995,0.008361607999999993,44.74998381899999,0.046967436,-52,0,-52,-0.0027356489999999963,,22.913448925999997,1.59944,20.339554999999997,44.726545449,22.913448925999997,1.59944,20.339554999999997,44.726545449,0,0,0,0,44.951991817999996
ro_eded_3,EDED,2,large,v2,v2,False,complete_with_errors,complete,0.02846532700000015,9.030080255999998,-0.005593124000000005,9.052952458999997,-0.027100701000000005,-11,0,-11,-0.003520765999999998,,8.451616802999997,0.07663200000000003,0.3661209999999997,8.852217121000002,8.451616802999997,0.07663200000000003,0.3661209999999997,8.852217121000002,0,0,0,0,9.033601021999997
ro_eded_3,EDED,2,replay,v2,v2,True,complete_with_errors,complete_with_errors,0.00563168600000008,6.801610974999996,-4.2914000000005004e-05,6.807199746999991,-0.04577287599999999,-10,0,-10,-0.005481558000000001,,-0.7603078030000034,0.13493900000000014,7.323809999999998,6.714317294000004,-0.7603078030000034,0.13493900000000014,7.323809999999998,6.714317294000004,0,0,0,0,6.807092532999995
ro_eeee_1,EEEE,2,small,v2,v2,True,complete,complete,0.03513110399999997,0.6845282270000013,-0.003277403000000012,0.7163819280000006,-0.010382729000000007,0,0,0,-0.04558586600000002,,0.6749235599999999,0.01989099999999988,-0.02843899999999966,0.7606024749999971,-0.001921794000000001,-0.010745999999999978,-0.09303599999999923,-0.060570761999999334,0.6768453539999975,0.030637000000000025,0.06459700000000002,0.8211732369999982,0.7301140930000013
ro_eeee_1,EEEE,2,large,v2,v2,False,complete,complete,0.017085358000000106,-26.62239077,-0.01311462599999999,-26.618420038,-0.07477964000000001,38,0,38,-0.00588221500000001,,-12.246047832999999,-3.6923519999999996,-10.682765999999999,-26.633987400000002,-0.0006242729999999998,-1.385838,-4.843062999999999,-6.268407110999998,-12.245423559999999,-2.306514,-5.839702999999999,-20.365580288999997,-26.616508555
ro_eeee_1,EEEE,2,replay,v2,v2,True,complete,complete,-0.4061990689999999,2.8679693590000017,-0.0026183009999999896,2.459151989000002,0.009993081000000015,0,52,52,0.03186017799999999,,0.11580124399999825,0.5723229999999999,1.1344500000000002,2.470642366999998,-9.321715145,-0.10114800000000002,-0.1807209999999997,-9.289707299,9.437516388999999,0.673471,1.315171,11.760349666,2.8361091810000016
